,Question,Answer,QnaId
137,Pourquoi ai-je eu un prélèvement du crédit coopératif ?,"Vous avez peut-être été prélevé sur votre compte bancaire entre le 3 et le 28 aout 2018 du montant de votre facture ou de votre mensualité avec le libellé ""Crédit Coopératif"" au lieu de ""Enercoop"".\n\nRassurez-vous, l'argent prélevé a été perçu par Enercoop et non par notre banque, le Crédit Coopératif.\n\nSi vous avez fait opposition à ce prélèvement, nous vous remercions de contacter notre Service Recouvrement et Solidarité au 01 80 18 92 28 ou par email à l'adresse recouvrement@enercoop.org.",19
138,Où trouver ma facture ?,"Retrouvez vos factures sur votre espace client. Nous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr. Afin de visualiser vos factures, cliquez sur la rubrique ""Factures"" (en haut à gauche). Sélectionnez la facture que vous souhaitez visualiser, puis cliquez sur ""Voir votre facture détaillée""",20
139,Où se trouve ma facture ?,"Retrouvez vos factures sur votre espace client. Nous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr. Afin de visualiser vos factures, cliquez sur la rubrique ""Factures"" (en haut à gauche). Sélectionnez la facture que vous souhaitez visualiser, puis cliquez sur ""Voir votre facture détaillée""",20
140,Comment trouver ma facture ?,"Retrouvez vos factures sur votre espace client. Nous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr. Afin de visualiser vos factures, cliquez sur la rubrique ""Factures"" (en haut à gauche). Sélectionnez la facture que vous souhaitez visualiser, puis cliquez sur ""Voir votre facture détaillée""",20
141,Comment puis-je trouver ma facture ?,"Retrouvez vos factures sur votre espace client. Nous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr. Afin de visualiser vos factures, cliquez sur la rubrique ""Factures"" (en haut à gauche). Sélectionnez la facture que vous souhaitez visualiser, puis cliquez sur ""Voir votre facture détaillée""",20
142,Où puis-je trouver ma facture ?,"Retrouvez vos factures sur votre espace client. Nous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr. Afin de visualiser vos factures, cliquez sur la rubrique ""Factures"" (en haut à gauche). Sélectionnez la facture que vous souhaitez visualiser, puis cliquez sur ""Voir votre facture détaillée""",20
143,Comment lire ma facture ?,Consultez cet exemple afin de comprendre votre facture. https://www.faq.enercoop.fr/hc/fr/article_attachments/360033968112/Comprendre_sa_facture_Enercoop.pdf,21
144,Je ne comprends pas ma facture,Consultez cet exemple afin de comprendre votre facture. https://www.faq.enercoop.fr/hc/fr/article_attachments/360033968112/Comprendre_sa_facture_Enercoop.pdf,21
145,Comment comprendre ma facture ?,Consultez cet exemple afin de comprendre votre facture. https://www.faq.enercoop.fr/hc/fr/article_attachments/360033968112/Comprendre_sa_facture_Enercoop.pdf,21
146,Comment régler ma facture ?,"Par défaut, le règlement est réalisé par prélèvement automatique 14 jours à compter de la date d'émission de la facture.\n\nVous pouvez choisir de régler votre facture par prélèvement automatique, virement, chèque, mandat compte ou bien chèque énergie (si vous êtes éligibles à ce dispositif) 14 jours après la date d'émission de la facture sur simple demande.",22
147,Comment payer ma facture ?,"Par défaut, le règlement est réalisé par prélèvement automatique 14 jours à compter de la date d'émission de la facture.\n\nVous pouvez choisir de régler votre facture par prélèvement automatique, virement, chèque, mandat compte ou bien chèque énergie (si vous êtes éligibles à ce dispositif) 14 jours après la date d'émission de la facture sur simple demande.",22
148,Le paiement de la facture est il automatique ?,"Par défaut, le règlement est réalisé par prélèvement automatique 14 jours à compter de la date d'émission de la facture.\n\nVous pouvez choisir de régler votre facture par prélèvement automatique, virement, chèque, mandat compte ou bien chèque énergie (si vous êtes éligibles à ce dispositif) 14 jours après la date d'émission de la facture sur simple demande.",22
149,Est ce que le paiement de la facture est automatique ?,"Par défaut, le règlement est réalisé par prélèvement automatique 14 jours à compter de la date d'émission de la facture.\n\nVous pouvez choisir de régler votre facture par prélèvement automatique, virement, chèque, mandat compte ou bien chèque énergie (si vous êtes éligibles à ce dispositif) 14 jours après la date d'émission de la facture sur simple demande.",22
150,Le montant de la facture est il prélevé sur mon compte ?,"Par défaut, le règlement est réalisé par prélèvement automatique 14 jours à compter de la date d'émission de la facture.\n\nVous pouvez choisir de régler votre facture par prélèvement automatique, virement, chèque, mandat compte ou bien chèque énergie (si vous êtes éligibles à ce dispositif) 14 jours après la date d'émission de la facture sur simple demande.",22
151,Comment fonctionne le paiement de ma facture ?,"Par défaut, le règlement est réalisé par prélèvement automatique 14 jours à compter de la date d'émission de la facture.\n\nVous pouvez choisir de régler votre facture par prélèvement automatique, virement, chèque, mandat compte ou bien chèque énergie (si vous êtes éligibles à ce dispositif) 14 jours après la date d'émission de la facture sur simple demande.",22
152,Y a t'il plusieurs modes de paiement des factures Enercoop ?,"Par défaut, le règlement est réalisé par prélèvement automatique 14 jours à compter de la date d'émission de la facture.\n\nVous pouvez choisir de régler votre facture par prélèvement automatique, virement, chèque, mandat compte ou bien chèque énergie (si vous êtes éligibles à ce dispositif) 14 jours après la date d'émission de la facture sur simple demande.",22
153,Je fais comment pour payer ma facture ?,"Par défaut, le règlement est réalisé par prélèvement automatique 14 jours à compter de la date d'émission de la facture.\n\nVous pouvez choisir de régler votre facture par prélèvement automatique, virement, chèque, mandat compte ou bien chèque énergie (si vous êtes éligibles à ce dispositif) 14 jours après la date d'émission de la facture sur simple demande.",22
154,"Comment déclarer sa consommation en ligne pour être facturé au ""réel"" ?","Pour réduire sa consommation, il faut d'abord la connaître, Enercoop vous propose de relever vous-même l'index de votre compteur tous les deux mois et de le rentrer dans votre espace client.\n\nVous pourrez saisir vos données directement dans cet espace tous les deux mois. Vous serez averti.e de la période de saisie directement par email.",23
155,Ma facture correspond-elle a ma consommation ?,"Pour réduire sa consommation, il faut d'abord la connaître, Enercoop vous propose de relever vous-même l'index de votre compteur tous les deux mois et de le rentrer dans votre espace client.\n\nVous pourrez saisir vos données directement dans cet espace tous les deux mois. Vous serez averti.e de la période de saisie directement par email.",23
156,Comment payer uniquement pour l'électricité que je consomme?,"Pour réduire sa consommation, il faut d'abord la connaître, Enercoop vous propose de relever vous-même l'index de votre compteur tous les deux mois et de le rentrer dans votre espace client.\n\nVous pourrez saisir vos données directement dans cet espace tous les deux mois. Vous serez averti.e de la période de saisie directement par email.",23
157,Que se passe-t-il en cas de rejet de prélèvement sur un de mes paiements ?,"A la suite de différents problèmes relatifs à des rejets et/ou problèmes de coordonnées bancaires, Enercoop peut être amené à «dé-prélever » votre compte et à le passer en mode de paiement par chèque (si vous aviez choisi la mensualisation, vous serez alors « dé-mensualisé »).\n\nNous vous invitons alors à régler vos factures d'électricité par chèque. Un échéancier de paiement peut éventuellement être mis en place.\n\n",24
158,Que faire si le prélèvement de ma facture ne passe pas ?,"A la suite de différents problèmes relatifs à des rejets et/ou problèmes de coordonnées bancaires, Enercoop peut être amené à «dé-prélever » votre compte et à le passer en mode de paiement par chèque (si vous aviez choisi la mensualisation, vous serez alors « dé-mensualisé »).\n\nNous vous invitons alors à régler vos factures d'électricité par chèque. Un échéancier de paiement peut éventuellement être mis en place.\n\n",24
159,Que faire si le prélèvement est refusé ?\n\n,"A la suite de différents problèmes relatifs à des rejets et/ou problèmes de coordonnées bancaires, Enercoop peut être amené à «dé-prélever » votre compte et à le passer en mode de paiement par chèque (si vous aviez choisi la mensualisation, vous serez alors « dé-mensualisé »).\n\nNous vous invitons alors à régler vos factures d'électricité par chèque. Un échéancier de paiement peut éventuellement être mis en place.\n\n",24
160,Comment faire en cas de rejet de mon prélèvement ?,"A la suite de différents problèmes relatifs à des rejets et/ou problèmes de coordonnées bancaires, Enercoop peut être amené à «dé-prélever » votre compte et à le passer en mode de paiement par chèque (si vous aviez choisi la mensualisation, vous serez alors « dé-mensualisé »).\n\nNous vous invitons alors à régler vos factures d'électricité par chèque. Un échéancier de paiement peut éventuellement être mis en place.\n\n",24
161,Quelle est la périodicité de facturation ?,"Le rythme de facturation classique chez Enercoop est bimestriel (tous les deux mois), en effet, notre système de facturation est calé sur les relevés d'index que nous transmet le gestionnaire de réseau Enedis.\n\nRappel du mode de calcul de vos factures :\n\n- Réel (relève réelle) : correspond au passage du technicien Enedis qui effectue 2 fois par an la relève de votre compteur\n\n- Déclaré : correspond à vos déclarations de relevés que vous nous transmettez via votre espace client\n\n- Estimé : à défaut d'auto-relève, Enedis génère et nous transmet des estimations de vos consommations",25
162,Quand suis-je facturé ?,"Le rythme de facturation classique chez Enercoop est bimestriel (tous les deux mois), en effet, notre système de facturation est calé sur les relevés d'index que nous transmet le gestionnaire de réseau Enedis.\n\nRappel du mode de calcul de vos factures :\n\n- Réel (relève réelle) : correspond au passage du technicien Enedis qui effectue 2 fois par an la relève de votre compteur\n\n- Déclaré : correspond à vos déclarations de relevés que vous nous transmettez via votre espace client\n\n- Estimé : à défaut d'auto-relève, Enedis génère et nous transmet des estimations de vos consommations",25
163,Quand serais-je facturé ?,"Le rythme de facturation classique chez Enercoop est bimestriel (tous les deux mois), en effet, notre système de facturation est calé sur les relevés d'index que nous transmet le gestionnaire de réseau Enedis.\n\nRappel du mode de calcul de vos factures :\n\n- Réel (relève réelle) : correspond au passage du technicien Enedis qui effectue 2 fois par an la relève de votre compteur\n\n- Déclaré : correspond à vos déclarations de relevés que vous nous transmettez via votre espace client\n\n- Estimé : à défaut d'auto-relève, Enedis génère et nous transmet des estimations de vos consommations",25
164,Quand arrive la facture ?,"Le rythme de facturation classique chez Enercoop est bimestriel (tous les deux mois), en effet, notre système de facturation est calé sur les relevés d'index que nous transmet le gestionnaire de réseau Enedis.\n\nRappel du mode de calcul de vos factures :\n\n- Réel (relève réelle) : correspond au passage du technicien Enedis qui effectue 2 fois par an la relève de votre compteur\n\n- Déclaré : correspond à vos déclarations de relevés que vous nous transmettez via votre espace client\n\n- Estimé : à défaut d'auto-relève, Enedis génère et nous transmet des estimations de vos consommations",25
165,Quelle est la fréquence de la facturation ?,"Le rythme de facturation classique chez Enercoop est bimestriel (tous les deux mois), en effet, notre système de facturation est calé sur les relevés d'index que nous transmet le gestionnaire de réseau Enedis.\n\nRappel du mode de calcul de vos factures :\n\n- Réel (relève réelle) : correspond au passage du technicien Enedis qui effectue 2 fois par an la relève de votre compteur\n\n- Déclaré : correspond à vos déclarations de relevés que vous nous transmettez via votre espace client\n\n- Estimé : à défaut d'auto-relève, Enedis génère et nous transmet des estimations de vos consommations",25
166,Je n'arrive pas à changer mon mode de paiement via mon Espace client,"Sur votre espace client vous pouvez modifier directement vos coordonnées bancaires (RIB).\n\nPour changer de mode de paiement (Virement, chèque, prélèvement) ou demander de passer à la mensualisation, nous vous invitons à nous contacter en suivant ce lien : https://espace-client.enercoop.fr/mon-espace/compte/#discussion",26
167,Comment changer mon mode de paiement via mon Espace client ?,"Sur votre espace client vous pouvez modifier directement vos coordonnées bancaires (RIB).\n\nPour changer de mode de paiement (Virement, chèque, prélèvement) ou demander de passer à la mensualisation, nous vous invitons à nous contacter en suivant ce lien : https://espace-client.enercoop.fr/mon-espace/compte/#discussion",26
168,Où puis-je modifier mes coodonnées bancaires ?\n,"Sur votre espace client vous pouvez modifier directement vos coordonnées bancaires (RIB).\n\nPour changer de mode de paiement (Virement, chèque, prélèvement) ou demander de passer à la mensualisation, nous vous invitons à nous contacter en suivant ce lien : https://espace-client.enercoop.fr/mon-espace/compte/#discussion",26
169,Où modifier mes coodonnées bancaires ?\n,"Sur votre espace client vous pouvez modifier directement vos coordonnées bancaires (RIB).\n\nPour changer de mode de paiement (Virement, chèque, prélèvement) ou demander de passer à la mensualisation, nous vous invitons à nous contacter en suivant ce lien : https://espace-client.enercoop.fr/mon-espace/compte/#discussion",26
170,Comment modifier mes coodonnées bancaires ?\n,"Sur votre espace client vous pouvez modifier directement vos coordonnées bancaires (RIB).\n\nPour changer de mode de paiement (Virement, chèque, prélèvement) ou demander de passer à la mensualisation, nous vous invitons à nous contacter en suivant ce lien : https://espace-client.enercoop.fr/mon-espace/compte/#discussion",26
171,Comment changer mon mode de paiement ?\n,"Sur votre espace client vous pouvez modifier directement vos coordonnées bancaires (RIB).\n\nPour changer de mode de paiement (Virement, chèque, prélèvement) ou demander de passer à la mensualisation, nous vous invitons à nous contacter en suivant ce lien : https://espace-client.enercoop.fr/mon-espace/compte/#discussion",26
172,Je voudrais payer par virement.,"Sur votre espace client vous pouvez modifier directement vos coordonnées bancaires (RIB).\n\nPour changer de mode de paiement (Virement, chèque, prélèvement) ou demander de passer à la mensualisation, nous vous invitons à nous contacter en suivant ce lien : https://espace-client.enercoop.fr/mon-espace/compte/#discussion",26
173,Je voudrais payer par chèque.,"Sur votre espace client vous pouvez modifier directement vos coordonnées bancaires (RIB).\n\nPour changer de mode de paiement (Virement, chèque, prélèvement) ou demander de passer à la mensualisation, nous vous invitons à nous contacter en suivant ce lien : https://espace-client.enercoop.fr/mon-espace/compte/#discussion",26
174,Je voudrais payer par prélèvements.,"Sur votre espace client vous pouvez modifier directement vos coordonnées bancaires (RIB).\n\nPour changer de mode de paiement (Virement, chèque, prélèvement) ou demander de passer à la mensualisation, nous vous invitons à nous contacter en suivant ce lien : https://espace-client.enercoop.fr/mon-espace/compte/#discussion",26
175,Je voudrais effectuer des prélèvements pour payer ma facture.,"Sur votre espace client vous pouvez modifier directement vos coordonnées bancaires (RIB).\n\nPour changer de mode de paiement (Virement, chèque, prélèvement) ou demander de passer à la mensualisation, nous vous invitons à nous contacter en suivant ce lien : https://espace-client.enercoop.fr/mon-espace/compte/#discussion",26
176,Puis-je consulter mes factures sur Internet ?,"Retrouvez vos factures sur votre espace client, dans l'onglet ""Factures"". Nous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr.\n\nAfin de visualiser vos factures, cliquez sur la rubrique ""Factures"" (en haut à gauche). Sélectionnez la facture que vous souhaitez visualiser, puis cliquez sur ""Voir votre facture détaillée"".",27
177,Où consulter mes factures ?,"Retrouvez vos factures sur votre espace client, dans l'onglet ""Factures"". Nous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr.\n\nAfin de visualiser vos factures, cliquez sur la rubrique ""Factures"" (en haut à gauche). Sélectionnez la facture que vous souhaitez visualiser, puis cliquez sur ""Voir votre facture détaillée"".",27
178,Où puis-je consulter mes factures ?,"Retrouvez vos factures sur votre espace client, dans l'onglet ""Factures"". Nous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr.\n\nAfin de visualiser vos factures, cliquez sur la rubrique ""Factures"" (en haut à gauche). Sélectionnez la facture que vous souhaitez visualiser, puis cliquez sur ""Voir votre facture détaillée"".",27
179,Où sont mes factures ?,"Retrouvez vos factures sur votre espace client, dans l'onglet ""Factures"". Nous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr.\n\nAfin de visualiser vos factures, cliquez sur la rubrique ""Factures"" (en haut à gauche). Sélectionnez la facture que vous souhaitez visualiser, puis cliquez sur ""Voir votre facture détaillée"".",27
180,Comment trouver mes factures ?,"Retrouvez vos factures sur votre espace client, dans l'onglet ""Factures"". Nous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr.\n\nAfin de visualiser vos factures, cliquez sur la rubrique ""Factures"" (en haut à gauche). Sélectionnez la facture que vous souhaitez visualiser, puis cliquez sur ""Voir votre facture détaillée"".",27
181,Mes factures sont-elles sur internet ?,"Retrouvez vos factures sur votre espace client, dans l'onglet ""Factures"". Nous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr.\n\nAfin de visualiser vos factures, cliquez sur la rubrique ""Factures"" (en haut à gauche). Sélectionnez la facture que vous souhaitez visualiser, puis cliquez sur ""Voir votre facture détaillée"".",27
182,Est-ce que je peux consulter mes factures en ligne ?\n,"Retrouvez vos factures sur votre espace client, dans l'onglet ""Factures"". Nous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr.\n\nAfin de visualiser vos factures, cliquez sur la rubrique ""Factures"" (en haut à gauche). Sélectionnez la facture que vous souhaitez visualiser, puis cliquez sur ""Voir votre facture détaillée"".",27
183,Je voudrais l'historique de mes factures.,"Retrouvez vos factures sur votre espace client, dans l'onglet ""Factures"". Nous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr.\n\nAfin de visualiser vos factures, cliquez sur la rubrique ""Factures"" (en haut à gauche). Sélectionnez la facture que vous souhaitez visualiser, puis cliquez sur ""Voir votre facture détaillée"".",27
184,Comment faire pour être mensualisé ?,"Pour mettre en place la mensualisation, nous avons besoin d'un historique de votre consommation, sur un an idéalement . Vous pouvez donc être mensualisé si vous êtes dans votre logement depuis plus d'un an, quelque soit votre fournisseur d'électricité pendant cette période.\n\nSi vous ne pouvez pas nous communiquer d'historique de consommation nous vous conseillons d'attendre quelques mois afin de constituer celui-ci et de pouvoir ainsi déterminer le montant adéquat de vos mensualités.\n\nLa mensualisation chez Enercoop applique le même principe que la mensualisation de vos impôts ; à savoir 10 prélèvements identiques (sur 10 mois) et 2 prélèvements (sur 2 mois) de régularisation sur facture annuelle.\n\nVous pouvez faire votre demande par mail à service-client.part@enercoop.orgsi vous êtes un particulier, et à service-client.pro@enercoop.org si vous êtes un professionnel. Vous pouvez aussi faire cette demande par téléphone ou sur votre compte. Merci de nous communiquer tout élément utile : notamment vos factures d'électricité depuis un an (sauf si vous êtes chez Enercoop depuis plus d'un an, auquel cas nous disposons de vos factures), un relevé de votre compteur récent et, si vous ne l'aviez pas fourni, un RIB et un formulaire (à nous demander) d'autorisation de prélèvement.",28
185,Est-ce que je peux être mensualisé ?,"Pour mettre en place la mensualisation, nous avons besoin d'un historique de votre consommation, sur un an idéalement . Vous pouvez donc être mensualisé si vous êtes dans votre logement depuis plus d'un an, quelque soit votre fournisseur d'électricité pendant cette période.\n\nSi vous ne pouvez pas nous communiquer d'historique de consommation nous vous conseillons d'attendre quelques mois afin de constituer celui-ci et de pouvoir ainsi déterminer le montant adéquat de vos mensualités.\n\nLa mensualisation chez Enercoop applique le même principe que la mensualisation de vos impôts ; à savoir 10 prélèvements identiques (sur 10 mois) et 2 prélèvements (sur 2 mois) de régularisation sur facture annuelle.\n\nVous pouvez faire votre demande par mail à service-client.part@enercoop.orgsi vous êtes un particulier, et à service-client.pro@enercoop.org si vous êtes un professionnel. Vous pouvez aussi faire cette demande par téléphone ou sur votre compte. Merci de nous communiquer tout élément utile : notamment vos factures d'électricité depuis un an (sauf si vous êtes chez Enercoop depuis plus d'un an, auquel cas nous disposons de vos factures), un relevé de votre compteur récent et, si vous ne l'aviez pas fourni, un RIB et un formulaire (à nous demander) d'autorisation de prélèvement.",28
186,Est-il possible de mensualiser les paiements ?,"Pour mettre en place la mensualisation, nous avons besoin d'un historique de votre consommation, sur un an idéalement . Vous pouvez donc être mensualisé si vous êtes dans votre logement depuis plus d'un an, quelque soit votre fournisseur d'électricité pendant cette période.\n\nSi vous ne pouvez pas nous communiquer d'historique de consommation nous vous conseillons d'attendre quelques mois afin de constituer celui-ci et de pouvoir ainsi déterminer le montant adéquat de vos mensualités.\n\nLa mensualisation chez Enercoop applique le même principe que la mensualisation de vos impôts ; à savoir 10 prélèvements identiques (sur 10 mois) et 2 prélèvements (sur 2 mois) de régularisation sur facture annuelle.\n\nVous pouvez faire votre demande par mail à service-client.part@enercoop.orgsi vous êtes un particulier, et à service-client.pro@enercoop.org si vous êtes un professionnel. Vous pouvez aussi faire cette demande par téléphone ou sur votre compte. Merci de nous communiquer tout élément utile : notamment vos factures d'électricité depuis un an (sauf si vous êtes chez Enercoop depuis plus d'un an, auquel cas nous disposons de vos factures), un relevé de votre compteur récent et, si vous ne l'aviez pas fourni, un RIB et un formulaire (à nous demander) d'autorisation de prélèvement.",28
187,Comment faire pour que mes paiements soient mensualisés ?,"Pour mettre en place la mensualisation, nous avons besoin d'un historique de votre consommation, sur un an idéalement . Vous pouvez donc être mensualisé si vous êtes dans votre logement depuis plus d'un an, quelque soit votre fournisseur d'électricité pendant cette période.\n\nSi vous ne pouvez pas nous communiquer d'historique de consommation nous vous conseillons d'attendre quelques mois afin de constituer celui-ci et de pouvoir ainsi déterminer le montant adéquat de vos mensualités.\n\nLa mensualisation chez Enercoop applique le même principe que la mensualisation de vos impôts ; à savoir 10 prélèvements identiques (sur 10 mois) et 2 prélèvements (sur 2 mois) de régularisation sur facture annuelle.\n\nVous pouvez faire votre demande par mail à service-client.part@enercoop.orgsi vous êtes un particulier, et à service-client.pro@enercoop.org si vous êtes un professionnel. Vous pouvez aussi faire cette demande par téléphone ou sur votre compte. Merci de nous communiquer tout élément utile : notamment vos factures d'électricité depuis un an (sauf si vous êtes chez Enercoop depuis plus d'un an, auquel cas nous disposons de vos factures), un relevé de votre compteur récent et, si vous ne l'aviez pas fourni, un RIB et un formulaire (à nous demander) d'autorisation de prélèvement.",28
188,Comment rendre mes paiements mensuels ?\n,"Pour mettre en place la mensualisation, nous avons besoin d'un historique de votre consommation, sur un an idéalement . Vous pouvez donc être mensualisé si vous êtes dans votre logement depuis plus d'un an, quelque soit votre fournisseur d'électricité pendant cette période.\n\nSi vous ne pouvez pas nous communiquer d'historique de consommation nous vous conseillons d'attendre quelques mois afin de constituer celui-ci et de pouvoir ainsi déterminer le montant adéquat de vos mensualités.\n\nLa mensualisation chez Enercoop applique le même principe que la mensualisation de vos impôts ; à savoir 10 prélèvements identiques (sur 10 mois) et 2 prélèvements (sur 2 mois) de régularisation sur facture annuelle.\n\nVous pouvez faire votre demande par mail à service-client.part@enercoop.orgsi vous êtes un particulier, et à service-client.pro@enercoop.org si vous êtes un professionnel. Vous pouvez aussi faire cette demande par téléphone ou sur votre compte. Merci de nous communiquer tout élément utile : notamment vos factures d'électricité depuis un an (sauf si vous êtes chez Enercoop depuis plus d'un an, auquel cas nous disposons de vos factures), un relevé de votre compteur récent et, si vous ne l'aviez pas fourni, un RIB et un formulaire (à nous demander) d'autorisation de prélèvement.",28
189,Comment mettre en place la mensualisation de mes paiements ?,"Pour mettre en place la mensualisation, nous avons besoin d'un historique de votre consommation, sur un an idéalement . Vous pouvez donc être mensualisé si vous êtes dans votre logement depuis plus d'un an, quelque soit votre fournisseur d'électricité pendant cette période.\n\nSi vous ne pouvez pas nous communiquer d'historique de consommation nous vous conseillons d'attendre quelques mois afin de constituer celui-ci et de pouvoir ainsi déterminer le montant adéquat de vos mensualités.\n\nLa mensualisation chez Enercoop applique le même principe que la mensualisation de vos impôts ; à savoir 10 prélèvements identiques (sur 10 mois) et 2 prélèvements (sur 2 mois) de régularisation sur facture annuelle.\n\nVous pouvez faire votre demande par mail à service-client.part@enercoop.orgsi vous êtes un particulier, et à service-client.pro@enercoop.org si vous êtes un professionnel. Vous pouvez aussi faire cette demande par téléphone ou sur votre compte. Merci de nous communiquer tout élément utile : notamment vos factures d'électricité depuis un an (sauf si vous êtes chez Enercoop depuis plus d'un an, auquel cas nous disposons de vos factures), un relevé de votre compteur récent et, si vous ne l'aviez pas fourni, un RIB et un formulaire (à nous demander) d'autorisation de prélèvement.",28
190,Est-ce que je peux payer mes factures tous les mois ?,"Pour mettre en place la mensualisation, nous avons besoin d'un historique de votre consommation, sur un an idéalement . Vous pouvez donc être mensualisé si vous êtes dans votre logement depuis plus d'un an, quelque soit votre fournisseur d'électricité pendant cette période.\n\nSi vous ne pouvez pas nous communiquer d'historique de consommation nous vous conseillons d'attendre quelques mois afin de constituer celui-ci et de pouvoir ainsi déterminer le montant adéquat de vos mensualités.\n\nLa mensualisation chez Enercoop applique le même principe que la mensualisation de vos impôts ; à savoir 10 prélèvements identiques (sur 10 mois) et 2 prélèvements (sur 2 mois) de régularisation sur facture annuelle.\n\nVous pouvez faire votre demande par mail à service-client.part@enercoop.orgsi vous êtes un particulier, et à service-client.pro@enercoop.org si vous êtes un professionnel. Vous pouvez aussi faire cette demande par téléphone ou sur votre compte. Merci de nous communiquer tout élément utile : notamment vos factures d'électricité depuis un an (sauf si vous êtes chez Enercoop depuis plus d'un an, auquel cas nous disposons de vos factures), un relevé de votre compteur récent et, si vous ne l'aviez pas fourni, un RIB et un formulaire (à nous demander) d'autorisation de prélèvement.",28
191,Mise à jour des tarifs,"Les factures que vous payez à votre fournisseur d'électricité (Enercoop ou tout autre fournisseur) regroupent quatre composantes principales :\n\nune part déterminée par le fournisseur\n\nune part liée au coût des obligations réglementaires auxquelles l'ensemble des fournisseurs sont soumis\n\n-une part déterminée par, et qui revient au, réseau de transport et de distribution d'électricité en France (Enedis - anciennement ERDF - et RTE).\n\nune part de taxes (spécifiques à l'électricité et la TVA)\n\nConformément aux conditions générales de vente:\n\n1. En cas d'évolution de la part du prix qui revient à Enercoop ou qui est lié aux obligations réglementaires, Enercoop communique à ses clients la nouvelle grille tarifaire un mois avant son application\n\nEn 2019, Enecoop fait évoluer ses tarifs :\n\nPour les clients particuliers : à partir du 1er mai 2019 – plus d’informations ici\n\nPour les clients professionnels ayant une puissance souscrite inférieure à 36 kVA : à partir du 1er mai 2019 – plus d’informations ici\n\nPour les clients professionnels ayant une puissance souscrite supérieure à 36 kVA : à partir du 1er févier 2019 – plus d’informations ici\n\n2. En cas d'évolution de la part détermine par le réseau de transport et de distribution d'électricité en France ou de taxes, ces dernières sont répercutées sur les prix de vente dès leur application par l'organisme bénéficiaire.",29
192,Comment évoluent les tarifs ?,"Les factures que vous payez à votre fournisseur d'électricité (Enercoop ou tout autre fournisseur) regroupent quatre composantes principales :\n\nune part déterminée par le fournisseur\n\nune part liée au coût des obligations réglementaires auxquelles l'ensemble des fournisseurs sont soumis\n\n-une part déterminée par, et qui revient au, réseau de transport et de distribution d'électricité en France (Enedis - anciennement ERDF - et RTE).\n\nune part de taxes (spécifiques à l'électricité et la TVA)\n\nConformément aux conditions générales de vente:\n\n1. En cas d'évolution de la part du prix qui revient à Enercoop ou qui est lié aux obligations réglementaires, Enercoop communique à ses clients la nouvelle grille tarifaire un mois avant son application\n\nEn 2019, Enecoop fait évoluer ses tarifs :\n\nPour les clients particuliers : à partir du 1er mai 2019 – plus d’informations ici\n\nPour les clients professionnels ayant une puissance souscrite inférieure à 36 kVA : à partir du 1er mai 2019 – plus d’informations ici\n\nPour les clients professionnels ayant une puissance souscrite supérieure à 36 kVA : à partir du 1er févier 2019 – plus d’informations ici\n\n2. En cas d'évolution de la part détermine par le réseau de transport et de distribution d'électricité en France ou de taxes, ces dernières sont répercutées sur les prix de vente dès leur application par l'organisme bénéficiaire.",29
193,Mes tarifs sont-ils mis à jour ?,"Les factures que vous payez à votre fournisseur d'électricité (Enercoop ou tout autre fournisseur) regroupent quatre composantes principales :\n\nune part déterminée par le fournisseur\n\nune part liée au coût des obligations réglementaires auxquelles l'ensemble des fournisseurs sont soumis\n\n-une part déterminée par, et qui revient au, réseau de transport et de distribution d'électricité en France (Enedis - anciennement ERDF - et RTE).\n\nune part de taxes (spécifiques à l'électricité et la TVA)\n\nConformément aux conditions générales de vente:\n\n1. En cas d'évolution de la part du prix qui revient à Enercoop ou qui est lié aux obligations réglementaires, Enercoop communique à ses clients la nouvelle grille tarifaire un mois avant son application\n\nEn 2019, Enecoop fait évoluer ses tarifs :\n\nPour les clients particuliers : à partir du 1er mai 2019 – plus d’informations ici\n\nPour les clients professionnels ayant une puissance souscrite inférieure à 36 kVA : à partir du 1er mai 2019 – plus d’informations ici\n\nPour les clients professionnels ayant une puissance souscrite supérieure à 36 kVA : à partir du 1er févier 2019 – plus d’informations ici\n\n2. En cas d'évolution de la part détermine par le réseau de transport et de distribution d'électricité en France ou de taxes, ces dernières sont répercutées sur les prix de vente dès leur application par l'organisme bénéficiaire.",29
